description,rationale,use_case,impact_area,transferability_score,actionability_rating,evidence_strength,type_(form),tag_(application),unique?,role,function,company,industry,country,date,source_(interview_#/_name),link,notes
"It was a little embarrassing, to be honest because I believe having a life on fire is about having the whole picture: being healthy, having a great marriage, great relationships, having a successful business, and being wealthy",,,,,,Anecdotal,pattern,,,,,,,,2025-08-20,podcast/apple_podcasts/Life on Fire TV (Audio) – Online Business Coaching With Nick Unsworth,,"Episode: 227: Why I Am Competing in a Fitness Competition: 5 Steps to Achieving Any Vision, Platform: apple_podcasts, Content: It was a little embarrassing, to be honest because I believe having a life on fire is about having the whole picture: being healthy, having a great marriage, great relationships, having a successful business, and being wealthy"
My weight has been up and down and up and down since I was kid and I was constantly stressing out about it; it consistently bothered me and I tried diet after diet after diet,,,,,,Anecdotal,pattern,,,,,,,,2025-08-20,podcast/apple_podcasts/Life on Fire TV (Audio) – Online Business Coaching With Nick Unsworth,,"Episode: 227: Why I Am Competing in a Fitness Competition: 5 Steps to Achieving Any Vision, Platform: apple_podcasts, Content: My weight has been up and down and up and down since I was kid and I was constantly stressing out about it; it consistently bothered me and I tried diet after diet after diet"
Megan says she did so because she knew I'd have to put in the work and I'd see the results when I did,,,,,,Anecdotal,pattern,,,,,,,,2025-08-20,podcast/apple_podcasts/Life on Fire TV (Audio) – Online Business Coaching With Nick Unsworth,,"Episode: 227: Why I Am Competing in a Fitness Competition: 5 Steps to Achieving Any Vision, Platform: apple_podcasts, Content: Megan says she did so because she knew I'd have to put in the work and I'd see the results when I did"
This letter is so important because it makes the declaration real,,,,,,Anecdotal,pattern,,,,,,,,2025-08-20,podcast/apple_podcasts/Life on Fire TV (Audio) – Online Business Coaching With Nick Unsworth,,"Episode: 227: Why I Am Competing in a Fitness Competition: 5 Steps to Achieving Any Vision, Platform: apple_podcasts, Content: This letter is so important because it makes the declaration real"
Your letter also trains your subconscious mind: the subconscious doesn't know the difference between a vividly imagined experience and real life,,,,,,Anecdotal,pattern,,,,,,,,2025-08-20,podcast/apple_podcasts/Life on Fire TV (Audio) – Online Business Coaching With Nick Unsworth,,"Episode: 227: Why I Am Competing in a Fitness Competition: 5 Steps to Achieving Any Vision, Platform: apple_podcasts, Content: Your letter also trains your subconscious mind: the subconscious doesn't know the difference between a vividly imagined experience and real life"
I’ve encountered plenty of challenges since publicly declaring my fitness competition vision,,,,,,Anecdotal,pattern,,,,,,,,2025-08-20,podcast/apple_podcasts/Life on Fire TV (Audio) – Online Business Coaching With Nick Unsworth,,"Episode: 227: Why I Am Competing in a Fitness Competition: 5 Steps to Achieving Any Vision, Platform: apple_podcasts, Content: I’ve encountered plenty of challenges since publicly declaring my fitness competition vision"
"I've had lots of fears about this fitness challenge, but I always come back to my letter and choose to believe I can do this and it is possible",,,,,,Anecdotal,pattern,,,,,,,,2025-08-20,podcast/apple_podcasts/Life on Fire TV (Audio) – Online Business Coaching With Nick Unsworth,,"Episode: 227: Why I Am Competing in a Fitness Competition: 5 Steps to Achieving Any Vision, Platform: apple_podcasts, Content: I've had lots of fears about this fitness challenge, but I always come back to my letter and choose to believe I can do this and it is possible"
Today’s show is something I wanted to share this with you because I am in the middle of this journey and I want you to see firsthand how this works,,,,,,Anecdotal,pattern,,,,,,,,2025-08-20,podcast/apple_podcasts/Life on Fire TV (Audio) – Online Business Coaching With Nick Unsworth,,"Episode: 227: Why I Am Competing in a Fitness Competition: 5 Steps to Achieving Any Vision, Platform: apple_podcasts, Content: Today’s show is something I wanted to share this with you because I am in the middle of this journey and I want you to see firsthand how this works"
This process has worked for us in our lives and in the lives of countless people we've trained and coached,,,,,,Anecdotal,pattern,,,,,,,,2025-08-20,podcast/apple_podcasts/Life on Fire TV (Audio) – Online Business Coaching With Nick Unsworth,,"Episode: 227: Why I Am Competing in a Fitness Competition: 5 Steps to Achieving Any Vision, Platform: apple_podcasts, Content: This process has worked for us in our lives and in the lives of countless people we've trained and coached"
"I’m sharing my very first experience preaching at our church, C3",,,,,,Anecdotal,pattern,,,,,,,,2025-08-20,podcast/apple_podcasts/Life on Fire TV (Audio) – Online Business Coaching With Nick Unsworth,,"Episode: You Are Worthy, with Megan Unsworth, Platform: apple_podcasts, Content: I’m sharing my very first experience preaching at our church, C3"
"Today’s show is about how this experience literally changed the course of my life and how you can find your own purpose, and worthiness too",,,,,,Anecdotal,pattern,,,,,,,,2025-08-20,podcast/apple_podcasts/Life on Fire TV (Audio) – Online Business Coaching With Nick Unsworth,,"Episode: You Are Worthy, with Megan Unsworth, Platform: apple_podcasts, Content: Today’s show is about how this experience literally changed the course of my life and how you can find your own purpose, and worthiness too"
I was the girl who always had to be in a relationship,,,,,,Anecdotal,pattern,,,,,,,,2025-08-20,podcast/apple_podcasts/Life on Fire TV (Audio) – Online Business Coaching With Nick Unsworth,,"Episode: You Are Worthy, with Megan Unsworth, Platform: apple_podcasts, Content: I was the girl who always had to be in a relationship"
I ended up in relationships that didn't always serve me and I didn't always serve them; it reached a breaking point when I heard the words I don't love you and I never will,,,,,,Anecdotal,pattern,,,,,,,,2025-08-20,podcast/apple_podcasts/Life on Fire TV (Audio) – Online Business Coaching With Nick Unsworth,,"Episode: You Are Worthy, with Megan Unsworth, Platform: apple_podcasts, Content: I ended up in relationships that didn't always serve me and I didn't always serve them; it reached a breaking point when I heard the words I don't love you and I never will"
Ever since that day - four years ago - I have been in attendance at C3,,,,,,Anecdotal,pattern,,,,,,,,2025-08-20,podcast/apple_podcasts/Life on Fire TV (Audio) – Online Business Coaching With Nick Unsworth,,"Episode: You Are Worthy, with Megan Unsworth, Platform: apple_podcasts, Content: Ever since that day - four years ago - I have been in attendance at C3"
"In that moment I finally understood I had a father, and a daddy in heaven who will never forsake me",,,,,,Anecdotal,pattern,,,,,,,,2025-08-20,podcast/apple_podcasts/Life on Fire TV (Audio) – Online Business Coaching With Nick Unsworth,,"Episode: You Are Worthy, with Megan Unsworth, Platform: apple_podcasts, Content: In that moment I finally understood I had a father, and a daddy in heaven who will never forsake me"
"I knew I had found my worthiness, God made no mistakes when He created me or any of us",,,,,,Anecdotal,pattern,,,,,,,,2025-08-20,podcast/apple_podcasts/Life on Fire TV (Audio) – Online Business Coaching With Nick Unsworth,,"Episode: You Are Worthy, with Megan Unsworth, Platform: apple_podcasts, Content: I knew I had found my worthiness, God made no mistakes when He created me or any of us"
Life isn't always easy for us but with God there is always an ease,,,,,,Anecdotal,pattern,,,,,,,,2025-08-20,podcast/apple_podcasts/Life on Fire TV (Audio) – Online Business Coaching With Nick Unsworth,,"Episode: You Are Worthy, with Megan Unsworth, Platform: apple_podcasts, Content: Life isn't always easy for us but with God there is always an ease"
"After working with high performers, big-time achievers, and Navy SEALs, I found a five step process to achieving anything you want for yourself and your life",,,,,,Anecdotal,pattern,,,,,,,,2025-08-20,podcast/apple_podcasts/Life on Fire TV (Audio) – Online Business Coaching With Nick Unsworth,,"Episode: 225: The 5 Steps to Achieving Anything, Platform: apple_podcasts, Content: After working with high performers, big-time achievers, and Navy SEALs, I found a five step process to achieving anything you want for yourself and your life"
"In this episode you’ll hear:
  Why goals don’t always work, and declarations work",,,,,,Anecdotal,pattern,,,,,,,,2025-08-20,podcast/apple_podcasts/Life on Fire TV (Audio) – Online Business Coaching With Nick Unsworth,,"Episode: 225: The 5 Steps to Achieving Anything, Platform: apple_podcasts, Content: In this episode you’ll hear:
  Why goals don’t always work, and declarations work"
"This guy, who was a billionaire, said he want to help Michael but he had so much chaos in his life that he never had a chance to properly mourn his losses",,,,,,Anecdotal,pattern,,,,,,,,2025-08-20,podcast/apple_podcasts/Life on Fire TV (Audio) – Online Business Coaching With Nick Unsworth,,"Episode: 224: Taking Courageous Action, with Michael O’Neal, Platform: apple_podcasts, Content: This guy, who was a billionaire, said he want to help Michael but he had so much chaos in his life that he never had a chance to properly mourn his losses"
"Michael broke down and cried for the first time since his parents’ deaths, and then made the decision to take his parents' ashes to Europe, something he had always wanted to do for them while they were alive but he never got the chance",,,,,,Anecdotal,pattern,,,,,,,,2025-08-20,podcast/apple_podcasts/Life on Fire TV (Audio) – Online Business Coaching With Nick Unsworth,,"Episode: 224: Taking Courageous Action, with Michael O’Neal, Platform: apple_podcasts, Content: Michael broke down and cried for the first time since his parents’ deaths, and then made the decision to take his parents' ashes to Europe, something he had always wanted to do for them while they were alive but he never got the chance"
It was then that he had the realization he never wanted to work for a dollar again in his life,,,,,,Anecdotal,pattern,,,,,,,,2025-08-20,podcast/apple_podcasts/Life on Fire TV (Audio) – Online Business Coaching With Nick Unsworth,,"Episode: 224: Taking Courageous Action, with Michael O’Neal, Platform: apple_podcasts, Content: It was then that he had the realization he never wanted to work for a dollar again in his life"
He said yes and found a lot of great opportunities,,,,,,Anecdotal,pattern,,,,,,,,2025-08-20,podcast/apple_podcasts/Life on Fire TV (Audio) – Online Business Coaching With Nick Unsworth,,"Episode: 224: Taking Courageous Action, with Michael O’Neal, Platform: apple_podcasts, Content: He said yes and found a lot of great opportunities"
"That experience led him to launching The Kick Ass Life with David Wood, a podcast that quickly became one of the top 10 podcasts in the self-help arena",,,,,,Anecdotal,pattern,,,,,,,,2025-08-20,podcast/apple_podcasts/Life on Fire TV (Audio) – Online Business Coaching With Nick Unsworth,,"Episode: 224: Taking Courageous Action, with Michael O’Neal, Platform: apple_podcasts, Content: That experience led him to launching The Kick Ass Life with David Wood, a podcast that quickly became one of the top 10 podcasts in the self-help arena"
